COMMUNE_CODE,COMMUNE_NOM,NATIONALITE_ISO3,NATIONALITE_NOM,NOMBRE_TOTAL
1101,Beaufort,ERI,érythréenne,31
1101,Beaufort,ETH,éthiopienne,6
1101,Beaufort,AFG,afghane,9
1101,Beaufort,ALB,albanaise,5
1101,Beaufort,DZA,algérienne,6
1101,Beaufort,DEU,allemande,106
1101,Beaufort,USA,américaine,10
1101,Beaufort,AGO,angolaise,1
1101,Beaufort,AUT,autrichienne,8
1101,Beaufort,BGD,bangladaise,1
1101,Beaufort,BEL,belge,61
1101,Beaufort,BLR,biélorusse,3
1101,Beaufort,BRA,brésilienne,15
1101,Beaufort,GBR,britannique,23
1101,Beaufort,BGR,bulgare,7
1101,Beaufort,CPV,caboverdienne,4
1101,Beaufort,CMR,camerounaise,4
1101,Beaufort,CAN,canadienne,5
1101,Beaufort,CHN,chinoise,15
1101,Beaufort,HRV,croate,7
1101,Beaufort,DNK,danoise,3
1101,Beaufort,BIH,de Bosnie-Herzégovine,9
1101,Beaufort,GNB,de Guinée-Bissau,4
1101,Beaufort,STP,de Sao Tomé-et-Principe,3
1101,Beaufort,MKD,de la Macédoine du Nord,4
1101,Beaufort,ESP,espagnole,12
1101,Beaufort,EST,estonienne,4
1101,Beaufort,FRA,française,95
1101,Beaufort,GMB,gambienne,3
1101,Beaufort,GRC,grecque,7
1101,Beaufort,GIN,guinéenne,2
1101,Beaufort,HUN,hongroise,13
1101,Beaufort,IND,indienne,1
1101,Beaufort,IDN,indonésienne,2
1101,Beaufort,IRQ,iraquienne,6
1101,Beaufort,IRL,irlandaise,9
1101,Beaufort,ISL,islandaise,1
1101,Beaufort,ITA,italienne,66
1101,Beaufort,XXK,kosovare,4
1101,Beaufort,LTU,lituanienne,4
1101,Beaufort,LUX,luxembourgeoise,1836
1101,Beaufort,MYS,malaisienne,1
1101,Beaufort,MLI,malienne,6
1101,Beaufort,MLT,maltaise,2
1101,Beaufort,MAR,marocaine,4
1101,Beaufort,MUS,mauricienne,4
1101,Beaufort,MEX,mexicaine,1
1101,Beaufort,MNE,monténégrine,6
1101,Beaufort,NLD,néerlandaise,48
1101,Beaufort,NGA,nigériane,2
1101,Beaufort,NOR,norvégienne,3
1101,Beaufort,PER,péruvienne,4
1101,Beaufort,PAK,pakistanaise,4
1101,Beaufort,PHL,philippine,4
1101,Beaufort,POL,polonaise,29
1101,Beaufort,PRT,portugaise,917
1101,Beaufort,ROU,roumaine,34
1101,Beaufort,RUS,russe,16
1101,Beaufort,RWA,rwandaise,4
1101,Beaufort,SEN,sénégalaise,1
1101,Beaufort,SRB,serbe,13
1101,Beaufort,SVK,slovaque,5
1101,Beaufort,SOM,somalienne,13
1101,Beaufort,SWE,suédoise,1
1101,Beaufort,KOR,sud-coréenne,1
1101,Beaufort,CHE,suisse,8
1101,Beaufort,SYR,syrienne,27
1101,Beaufort,CZE,tchèque,10
1101,Beaufort,THA,thaïlandaise,5
1101,Beaufort,TGO,togolaise,2
1101,Beaufort,TUN,tunisienne,11
1101,Beaufort,TUR,turque,5
1101,Beaufort,UKR,ukrainienne,22
1101,Beaufort,VEN,vénézuélienne,5
1101,Beaufort,ZWE,zimbabwéenne,6
1102,Bech,ERI,érythréenne,1
1102,Bech,AFG,afghane,6
1102,Bech,DZA,algérienne,2
1102,Bech,DEU,allemande,50
1102,Bech,USA,américaine,7
1102,Bech,ARG,argentine,1
1102,Bech,AUS,australienne,1
1102,Bech,AUT,autrichienne,7
1102,Bech,BEL,belge,39
1102,Bech,BLR,biélorusse,2
1102,Bech,BRA,brésilienne,21
1102,Bech,GBR,britannique,35
1102,Bech,BGR,bulgare,1
1102,Bech,CHL,chilienne,1
1102,Bech,HRV,croate,2
1102,Bech,DNK,danoise,6
1102,Bech,BIH,de Bosnie-Herzégovine,2
1102,Bech,MKD,de la Macédoine du Nord,4
1102,Bech,ESP,espagnole,5
1102,Bech,FRA,française,73
1102,Bech,GRC,grecque,5
1102,Bech,HUN,hongroise,2
1102,Bech,IND,indienne,2
1102,Bech,IRL,irlandaise,7
1102,Bech,ITA,italienne,55
1102,Bech,JPN,japonaise,1
1102,Bech,KEN,kényane,2
1102,Bech,XXK,kosovare,1
1102,Bech,LVA,lettonne,2
1102,Bech,LBN,libanaise,3
1102,Bech,LTU,lituanienne,2
1102,Bech,LUX,luxembourgeoise,1031
1102,Bech,MLT,maltaise,1
1102,Bech,MAR,marocaine,8
1102,Bech,MNE,monténégrine,9
1102,Bech,NLD,néerlandaise,18
1102,Bech,NGA,nigériane,1
1102,Bech,NOR,norvégienne,2
1102,Bech,POL,polonaise,14
1102,Bech,PRT,portugaise,114
1102,Bech,ROU,roumaine,12
1102,Bech,SEN,sénégalaise,1
1102,Bech,SRB,serbe,4
1102,Bech,CHE,suisse,2
1102,Bech,SYR,syrienne,3
1102,Bech,THA,thaïlandaise,1
1102,Bech,TGO,togolaise,1
1102,Bech,TUN,tunisienne,1
1102,Bech,TUR,turque,2
1102,Bech,UKR,ukrainienne,11
1102,Bech,VEN,vénézuélienne,1
0802,Beckerich,ERI,érythréenne,18
0802,Beckerich,ETH,éthiopienne,1
0802,Beckerich,DZA,algérienne,2
0802,Beckerich,DEU,allemande,41
0802,Beckerich,AGO,angolaise,2
0802,Beckerich,ARG,argentine,1
0802,Beckerich,AUS,australienne,1
0802,Beckerich,AZE,azerbaïdjanaise,2
0802,Beckerich,BEL,belge,326
0802,Beckerich,BLR,biélorusse,1
0802,Beckerich,BOL,bolivienne,1
0802,Beckerich,BRA,brésilienne,5
0802,Beckerich,GBR,britannique,15
0802,Beckerich,BGR,bulgare,5
0802,Beckerich,CPV,caboverdienne,9
0802,Beckerich,CMR,camerounaise,14
0802,Beckerich,CHL,chilienne,3
0802,Beckerich,CHN,chinoise,1
0802,Beckerich,CYP,chypriote,2
0802,Beckerich,COL,colombienne,3
0802,Beckerich,COG,congolaise,2
0802,Beckerich,HRV,croate,1
0802,Beckerich,DNK,danoise,1
0802,Beckerich,COD,de la République démocratique du Congo,1
0802,Beckerich,BIH,de Bosnie-Herzégovine,9
0802,Beckerich,STP,de Sao Tomé-et-Principe,1
0802,Beckerich,DOM,dominicaine,7
0802,Beckerich,ESP,espagnole,12
0802,Beckerich,FIN,finlandaise,2
0802,Beckerich,FRA,française,139
0802,Beckerich,GRC,grecque,1
0802,Beckerich,GTM,guatémaltèque,1
0802,Beckerich,HUN,hongroise,1
0802,Beckerich,IND,indienne,2
0802,Beckerich,IRN,iranienne,1
0802,Beckerich,IRL,irlandaise,2
0802,Beckerich,ITA,italienne,61
0802,Beckerich,CIV,ivoirienne,1
0802,Beckerich,KAZ,kazakhe,2
0802,Beckerich,XXK,kosovare,2
0802,Beckerich,LTU,lituanienne,2
0802,Beckerich,LUX,luxembourgeoise,2096
0802,Beckerich,MLI,malienne,1
0802,Beckerich,MAR,marocaine,14
0802,Beckerich,MEX,mexicaine,3
0802,Beckerich,MNE,monténégrine,18
0802,Beckerich,NLD,néerlandaise,9
0802,Beckerich,NAM,namibienne,1
0802,Beckerich,NGA,nigériane,1
0802,Beckerich,PHL,philippine,4
0802,Beckerich,POL,polonaise,2
0802,Beckerich,PRT,portugaise,394
0802,Beckerich,ROU,roumaine,6
0802,Beckerich,RUS,russe,4
0802,Beckerich,SEN,sénégalaise,1
0802,Beckerich,SLV,salvadorienne,2
0802,Beckerich,SVN,slovène,2
0802,Beckerich,SVK,slovaque,4
0802,Beckerich,ZAF,sud-africaine,1
0802,Beckerich,CHE,suisse,3
0802,Beckerich,SYR,syrienne,18
0802,Beckerich,CZE,tchèque,2
0802,Beckerich,THA,thaïlandaise,5
0802,Beckerich,TUN,tunisienne,10
0802,Beckerich,TUR,turque,7
0802,Beckerich,UKR,ukrainienne,17
1103,Berdorf,EGY,égyptienne,4
1103,Berdorf,ERI,érythréenne,56
1103,Berdorf,ETH,éthiopienne,4
1103,Berdorf,AFG,afghane,35
1103,Berdorf,ALB,albanaise,4
1103,Berdorf,DZA,algérienne,4
1103,Berdorf,DEU,allemande,112
1103,Berdorf,USA,américaine,8
1103,Berdorf,AGO,angolaise,6
1103,Berdorf,AUT,autrichienne,7
1103,Berdorf,BEN,béninoise,2
1103,Berdorf,BEL,belge,56
1103,Berdorf,BLR,biélorusse,1
1103,Berdorf,BRA,brésilienne,14
1103,Berdorf,GBR,britannique,9
1103,Berdorf,BGR,bulgare,2
1103,Berdorf,BDI,burundaise,5
1103,Berdorf,CPV,caboverdienne,5
1103,Berdorf,CMR,camerounaise,4
1103,Berdorf,CHN,chinoise,11
1103,Berdorf,CYP,chypriote,1
1103,Berdorf,COL,colombienne,21
1103,Berdorf,HRV,croate,6
1103,Berdorf,DNK,danoise,2
1103,Berdorf,COD,de la République démocratique du Congo,7
1103,Berdorf,BIH,de Bosnie-Herzégovine,4
1103,Berdorf,GNB,de Guinée-Bissau,6
1103,Berdorf,MKD,de la Macédoine du Nord,2
1103,Berdorf,DOM,dominicaine,4
1103,Berdorf,ESP,espagnole,19
1103,Berdorf,FRA,française,86
1103,Berdorf,GHA,ghanéenne,2
1103,Berdorf,GIN,guinéenne,10
1103,Berdorf,HND,hondurienne,1
1103,Berdorf,HUN,hongroise,5
1103,Berdorf,XXX,indéterminée,1
1103,Berdorf,IND,indienne,3
1103,Berdorf,IDN,indonésienne,1
1103,Berdorf,IRN,iranienne,13
1103,Berdorf,IRQ,iraquienne,4
1103,Berdorf,IRL,irlandaise,11
1103,Berdorf,ITA,italienne,27
1103,Berdorf,XXK,kosovare,3
1103,Berdorf,LVA,lettonne,3
1103,Berdorf,LBN,libanaise,4
1103,Berdorf,LUX,luxembourgeoise,1319
1103,Berdorf,MAR,marocaine,4
1103,Berdorf,MEX,mexicaine,1
1103,Berdorf,NLD,néerlandaise,27
1103,Berdorf,NGA,nigériane,1
1103,Berdorf,PER,péruvienne,3
1103,Berdorf,PHL,philippine,5
1103,Berdorf,POL,polonaise,15
1103,Berdorf,PRT,portugaise,372
1103,Berdorf,ROU,roumaine,9
1103,Berdorf,RUS,russe,19
1103,Berdorf,SEN,sénégalaise,1
1103,Berdorf,SRB,serbe,4
1103,Berdorf,SVN,slovène,1
1103,Berdorf,SVK,slovaque,1
1103,Berdorf,SOM,somalienne,2
1103,Berdorf,SDN,soudanaise,8
1103,Berdorf,ZAF,sud-africaine,1
1103,Berdorf,CHE,suisse,1
1103,Berdorf,SYR,syrienne,119
1103,Berdorf,CZE,tchèque,4
1103,Berdorf,THA,thaïlandaise,1
1103,Berdorf,TGO,togolaise,2
1103,Berdorf,TUN,tunisienne,4
1103,Berdorf,TUR,turque,6
1103,Berdorf,UKR,ukrainienne,13
1103,Berdorf,VEN,vénézuélienne,25
1103,Berdorf,YEM,yéménite,5
0401,Bertrange,YUG,++yougoslave,1
0401,Bertrange,EGY,égyptienne,17
0401,Bertrange,ERI,érythréenne,10
0401,Bertrange,ETH,éthiopienne,1
0401,Bertrange,AFG,afghane,30
0401,Bertrange,ALB,albanaise,34
0401,Bertrange,DZA,algérienne,21
0401,Bertrange,DEU,allemande,343
0401,Bertrange,USA,américaine,97
0401,Bertrange,AGO,angolaise,1
0401,Bertrange,XXA,apatride,2
0401,Bertrange,ARG,argentine,12
0401,Bertrange,ARM,arménienne,8
0401,Bertrange,AUS,australienne,4
0401,Bertrange,AUT,autrichienne,17
0401,Bertrange,AZE,azerbaïdjanaise,15
0401,Bertrange,BEN,béninoise,3
0401,Bertrange,BGD,bangladaise,12
0401,Bertrange,BEL,belge,488
0401,Bertrange,BLR,biélorusse,8
0401,Bertrange,BOL,bolivienne,1
0401,Bertrange,BRA,brésilienne,67
0401,Bertrange,GBR,britannique,224
0401,Bertrange,BGR,bulgare,74
0401,Bertrange,CPV,caboverdienne,31
0401,Bertrange,CMR,camerounaise,10
0401,Bertrange,CAN,canadienne,38
0401,Bertrange,CHL,chilienne,6
0401,Bertrange,CHN,chinoise,185
0401,Bertrange,CYP,chypriote,18
0401,Bertrange,COL,colombienne,9
0401,Bertrange,CRI,costaricienne,1
0401,Bertrange,HRV,croate,59
0401,Bertrange,CUB,cubaine,1
0401,Bertrange,DNK,danoise,102
0401,Bertrange,COD,de la République démocratique du Congo,2
0401,Bertrange,BIH,de Bosnie-Herzégovine,33
0401,Bertrange,GNB,de Guinée-Bissau,5
0401,Bertrange,KNA,de Saint­Christophe-et-Niévès,1
0401,Bertrange,MKD,de la Macédoine du Nord,2
0401,Bertrange,ARE,des Émirats arabes unis,1
0401,Bertrange,DOM,dominicaine,6
0401,Bertrange,ESP,espagnole,238
0401,Bertrange,EST,estonienne,8
0401,Bertrange,FIN,finlandaise,32
0401,Bertrange,FRA,française,1309
0401,Bertrange,GEO,géorgienne,1
0401,Bertrange,GAB,gabonaise,1
0401,Bertrange,GHA,ghanéenne,1
0401,Bertrange,GRC,grecque,191
0401,Bertrange,GTM,guatémaltèque,3
0401,Bertrange,GIN,guinéenne,2
0401,Bertrange,HND,hondurienne,1
0401,Bertrange,HUN,hongroise,65
0401,Bertrange,XXX,indéterminée,1
0401,Bertrange,IND,indienne,154
0401,Bertrange,IRN,iranienne,23
0401,Bertrange,IRQ,iraquienne,6
0401,Bertrange,IRL,irlandaise,79
0401,Bertrange,ISR,israélienne,9
0401,Bertrange,ITA,italienne,841
0401,Bertrange,CIV,ivoirienne,6
0401,Bertrange,JAM,jamaïcaine,1
0401,Bertrange,JPN,japonaise,27
0401,Bertrange,KEN,kényane,2
0401,Bertrange,KAZ,kazakhe,7
0401,Bertrange,KGZ,kirghize,3
0401,Bertrange,XXK,kosovare,14
0401,Bertrange,LAO,laotienne,1
0401,Bertrange,LVA,lettonne,29
0401,Bertrange,LBN,libanaise,15
0401,Bertrange,LTU,lituanienne,25
0401,Bertrange,LUX,luxembourgeoise,4360
0401,Bertrange,MDG,malgache,6
0401,Bertrange,MLT,maltaise,14
0401,Bertrange,MAR,marocaine,48
0401,Bertrange,MUS,mauricienne,24
0401,Bertrange,MEX,mexicaine,10
0401,Bertrange,MDA,moldave,3
0401,Bertrange,MNG,mongole,2
0401,Bertrange,MNE,monténégrine,12
0401,Bertrange,MOZ,mozambicaine,1
0401,Bertrange,NLD,néerlandaise,77
0401,Bertrange,NZL,néo-zélandaise,1
0401,Bertrange,NIC,nicaraguayenne,1
0401,Bertrange,NGA,nigériane,6
0401,Bertrange,NOR,norvégienne,8
0401,Bertrange,PER,péruvienne,9
0401,Bertrange,PAK,pakistanaise,9
0401,Bertrange,PHL,philippine,23
0401,Bertrange,POL,polonaise,113
0401,Bertrange,PRT,portugaise,655
0401,Bertrange,ROU,roumaine,168
0401,Bertrange,RUS,russe,109
0401,Bertrange,RWA,rwandaise,15
0401,Bertrange,SEN,sénégalaise,4
0401,Bertrange,SLV,salvadorienne,2
0401,Bertrange,SRB,serbe,36
0401,Bertrange,SGP,singapourienne,7
0401,Bertrange,SVN,slovène,45
0401,Bertrange,SVK,slovaque,37
0401,Bertrange,SDN,soudanaise,1
0401,Bertrange,LKA,sri-lankaise,3
0401,Bertrange,SWE,suédoise,82
0401,Bertrange,ZAF,sud-africaine,23
0401,Bertrange,KOR,sud-coréenne,9
0401,Bertrange,CHE,suisse,25
0401,Bertrange,SYR,syrienne,40
0401,Bertrange,TWN,taïwanaise,4
0401,Bertrange,TZA,tanzanienne,1
0401,Bertrange,CZE,tchèque,50
0401,Bertrange,THA,thaïlandaise,8
0401,Bertrange,TGO,togolaise,2
0401,Bertrange,TUN,tunisienne,30
0401,Bertrange,TKM,turkmène,2
0401,Bertrange,TUR,turque,76
0401,Bertrange,UKR,ukrainienne,104
0401,Bertrange,URY,uruguayenne,5
0401,Bertrange,VEN,vénézuélienne,13
0401,Bertrange,VNM,vietnamienne,1
0401,Bertrange,ZWE,zimbabwéenne,3
0301,Bettembourg,YUG,++yougoslave,1
0301,Bettembourg,EGY,égyptienne,9
0301,Bettembourg,ECU,équatorienne,4
0301,Bettembourg,ERI,érythréenne,30
0301,Bettembourg,ETH,éthiopienne,2
0301,Bettembourg,AFG,afghane,15
0301,Bettembourg,ALB,albanaise,14
0301,Bettembourg,DZA,algérienne,25
0301,Bettembourg,DEU,allemande,180
0301,Bettembourg,USA,américaine,45
0301,Bettembourg,ARG,argentine,16
0301,Bettembourg,ARM,arménienne,1
0301,Bettembourg,AUT,autrichienne,10
0301,Bettembourg,AZE,azerbaïdjanaise,8
0301,Bettembourg,BEN,béninoise,3
0301,Bettembourg,BEL,belge,256
0301,Bettembourg,BLR,biélorusse,3
0301,Bettembourg,BOL,bolivienne,1
0301,Bettembourg,BRA,brésilienne,73
0301,Bettembourg,GBR,britannique,82
0301,Bettembourg,BGR,bulgare,18
0301,Bettembourg,BFA,burkinabè,2
0301,Bettembourg,CPV,caboverdienne,45
0301,Bettembourg,CMR,camerounaise,20
0301,Bettembourg,CAN,canadienne,7
0301,Bettembourg,CHL,chilienne,2
0301,Bettembourg,CHN,chinoise,200
0301,Bettembourg,COL,colombienne,13
0301,Bettembourg,CRI,costaricienne,1
0301,Bettembourg,HRV,croate,9
0301,Bettembourg,CUB,cubaine,6
0301,Bettembourg,DNK,danoise,10
0301,Bettembourg,COD,de la République démocratique du Congo,12
0301,Bettembourg,BIH,de Bosnie-Herzégovine,58
0301,Bettembourg,GNB,de Guinée-Bissau,21
0301,Bettembourg,KNA,de Saint­Christophe-et-Niévès,2
0301,Bettembourg,SLE,de Sierra Leone,1
0301,Bettembourg,MKD,de la Macédoine du Nord,16
0301,Bettembourg,DOM,dominicaine,6
0301,Bettembourg,MMR,du Myanmar,1
0301,Bettembourg,ESP,espagnole,109
0301,Bettembourg,EST,estonienne,10
0301,Bettembourg,FIN,finlandaise,5
0301,Bettembourg,FRA,française,1502
0301,Bettembourg,GEO,géorgienne,1
0301,Bettembourg,GAB,gabonaise,2
0301,Bettembourg,GMB,gambienne,2
0301,Bettembourg,GHA,ghanéenne,1
0301,Bettembourg,GRC,grecque,46
0301,Bettembourg,GIN,guinéenne,30
0301,Bettembourg,HND,hondurienne,2
0301,Bettembourg,HUN,hongroise,21
0301,Bettembourg,XXX,indéterminée,1
0301,Bettembourg,IND,indienne,75
0301,Bettembourg,IDN,indonésienne,2
0301,Bettembourg,IRN,iranienne,13
0301,Bettembourg,IRQ,iraquienne,16
0301,Bettembourg,IRL,irlandaise,40
0301,Bettembourg,ITA,italienne,550
0301,Bettembourg,CIV,ivoirienne,5
0301,Bettembourg,JPN,japonaise,15
0301,Bettembourg,KEN,kényane,2
0301,Bettembourg,KAZ,kazakhe,1
0301,Bettembourg,KGZ,kirghize,2
0301,Bettembourg,XXK,kosovare,49
0301,Bettembourg,KWT,koweïtienne,1
0301,Bettembourg,LAO,laotienne,1
0301,Bettembourg,LVA,lettonne,12
0301,Bettembourg,LBN,libanaise,3
0301,Bettembourg,LBY,libyenne,1
0301,Bettembourg,LTU,lituanienne,19
0301,Bettembourg,LUX,luxembourgeoise,7007
0301,Bettembourg,MYS,malaisienne,2
0301,Bettembourg,MLT,maltaise,4
0301,Bettembourg,MAR,marocaine,94
0301,Bettembourg,MUS,mauricienne,30
0301,Bettembourg,MEX,mexicaine,13
0301,Bettembourg,MDA,moldave,7
0301,Bettembourg,MNE,monténégrine,132
0301,Bettembourg,MOZ,mozambicaine,1
0301,Bettembourg,NLD,néerlandaise,40
0301,Bettembourg,NPL,népalaise,119
0301,Bettembourg,NGA,nigériane,8
0301,Bettembourg,NOR,norvégienne,4
0301,Bettembourg,UZB,ouzbèke,6
0301,Bettembourg,PER,péruvienne,4
0301,Bettembourg,PAK,pakistanaise,12
0301,Bettembourg,PHL,philippine,11
0301,Bettembourg,POL,polonaise,70
0301,Bettembourg,PRT,portugaise,1860
0301,Bettembourg,ROU,roumaine,112
0301,Bettembourg,RUS,russe,45
0301,Bettembourg,SEN,sénégalaise,28
0301,Bettembourg,SRB,serbe,56
0301,Bettembourg,SYC,seychelloise,1
0301,Bettembourg,SVN,slovène,10
0301,Bettembourg,SVK,slovaque,4
0301,Bettembourg,SOM,somalienne,1
0301,Bettembourg,SDN,soudanaise,1
0301,Bettembourg,LKA,sri-lankaise,1
0301,Bettembourg,SWE,suédoise,7
0301,Bettembourg,ZAF,sud-africaine,2
0301,Bettembourg,KOR,sud-coréenne,8
0301,Bettembourg,CHE,suisse,9
0301,Bettembourg,SYR,syrienne,88
0301,Bettembourg,TWN,taïwanaise,4
0301,Bettembourg,TJK,tadjike,2
0301,Bettembourg,CZE,tchèque,14
0301,Bettembourg,THA,thaïlandaise,21
0301,Bettembourg,TGO,togolaise,3
0301,Bettembourg,TUN,tunisienne,35
0301,Bettembourg,TKM,turkmène,2
0301,Bettembourg,TUR,turque,27
0301,Bettembourg,UKR,ukrainienne,73
0301,Bettembourg,URY,uruguayenne,4
0301,Bettembourg,VEN,vénézuélienne,8
0301,Bettembourg,VNM,vietnamienne,8
0301,Bettembourg,ZWE,zimbabwéenne,3
0702,Bettendorf,ERI,érythréenne,20
0702,Bettendorf,AFG,afghane,7
0702,Bettendorf,ALB,albanaise,4
0702,Bettendorf,DZA,algérienne,4
0702,Bettendorf,DEU,allemande,42
0702,Bettendorf,USA,américaine,5
0702,Bettendorf,AGO,angolaise,2
0702,Bettendorf,AUT,autrichienne,5
0702,Bettendorf,BEN,béninoise,1
0702,Bettendorf,BEL,belge,39
0702,Bettendorf,BRA,brésilienne,12
0702,Bettendorf,GBR,britannique,13
0702,Bettendorf,BGR,bulgare,2
0702,Bettendorf,BFA,burkinabè,1
0702,Bettendorf,CPV,caboverdienne,45
0702,Bettendorf,CMR,camerounaise,10
0702,Bettendorf,CAN,canadienne,2
0702,Bettendorf,CHL,chilienne,2
0702,Bettendorf,CHN,chinoise,16
0702,Bettendorf,COL,colombienne,1
0702,Bettendorf,DNK,danoise,5
0702,Bettendorf,BIH,de Bosnie-Herzégovine,10
0702,Bettendorf,GNB,de Guinée-Bissau,2
0702,Bettendorf,MKD,de la Macédoine du Nord,4
0702,Bettendorf,DOM,dominicaine,2
0702,Bettendorf,ESP,espagnole,27
0702,Bettendorf,FRA,française,45
0702,Bettendorf,GEO,géorgienne,4
0702,Bettendorf,GIN,guinéenne,1
0702,Bettendorf,HUN,hongroise,5
0702,Bettendorf,XXX,indéterminée,2
0702,Bettendorf,IRN,iranienne,3
0702,Bettendorf,ISL,islandaise,1
0702,Bettendorf,ISR,israélienne,1
0702,Bettendorf,ITA,italienne,56
0702,Bettendorf,CIV,ivoirienne,13
0702,Bettendorf,KGZ,kirghize,1
0702,Bettendorf,XXK,kosovare,17
0702,Bettendorf,LBN,libanaise,4
0702,Bettendorf,LUX,luxembourgeoise,1867
0702,Bettendorf,MLI,malienne,1
0702,Bettendorf,MAR,marocaine,6
0702,Bettendorf,MUS,mauricienne,3
0702,Bettendorf,MDA,moldave,1
0702,Bettendorf,MNE,monténégrine,37
0702,Bettendorf,NLD,néerlandaise,17
0702,Bettendorf,NER,nigérienne,1
0702,Bettendorf,PER,péruvienne,3
0702,Bettendorf,PRY,paraguayenne,1
0702,Bettendorf,PHL,philippine,12
0702,Bettendorf,POL,polonaise,5
0702,Bettendorf,PRT,portugaise,1086
0702,Bettendorf,ROU,roumaine,9
0702,Bettendorf,RUS,russe,9
0702,Bettendorf,RWA,rwandaise,1
0702,Bettendorf,SEN,sénégalaise,1
0702,Bettendorf,SRB,serbe,25
0702,Bettendorf,SVK,slovaque,1
0702,Bettendorf,LKA,sri-lankaise,1
0702,Bettendorf,KOR,sud-coréenne,1
0702,Bettendorf,CHE,suisse,6
0702,Bettendorf,SYR,syrienne,1
0702,Bettendorf,CZE,tchèque,1
0702,Bettendorf,TUN,tunisienne,2
0702,Bettendorf,UKR,ukrainienne,3
0702,Bettendorf,VEN,vénézuélienne,1
0702,Bettendorf,VNM,vietnamienne,3
1201,Betzdorf,YUG,++yougoslave,1
1201,Betzdorf,ECU,équatorienne,1
1201,Betzdorf,ERI,érythréenne,18
1201,Betzdorf,AFG,afghane,6
1201,Betzdorf,ALB,albanaise,5
1201,Betzdorf,DZA,algérienne,1
1201,Betzdorf,DEU,allemande,207
1201,Betzdorf,USA,américaine,15
1201,Betzdorf,XXA,apatride,1
1201,Betzdorf,AUT,autrichienne,14
1201,Betzdorf,BGD,bangladaise,2
1201,Betzdorf,BEL,belge,120
1201,Betzdorf,BLR,biélorusse,1
1201,Betzdorf,BWA,botswanaise,1
1201,Betzdorf,BRA,brésilienne,9
1201,Betzdorf,GBR,britannique,97
1201,Betzdorf,BGR,bulgare,12
1201,Betzdorf,CPV,caboverdienne,4
1201,Betzdorf,CMR,camerounaise,9
1201,Betzdorf,CAN,canadienne,4
1201,Betzdorf,CHL,chilienne,1
1201,Betzdorf,CHN,chinoise,19
1201,Betzdorf,COL,colombienne,4
1201,Betzdorf,HRV,croate,7
1201,Betzdorf,DNK,danoise,37
1201,Betzdorf,COD,de la République démocratique du Congo,1
1201,Betzdorf,BIH,de Bosnie-Herzégovine,6
1201,Betzdorf,GNB,de Guinée-Bissau,8
1201,Betzdorf,MKD,de la Macédoine du Nord,1
1201,Betzdorf,ESP,espagnole,84
1201,Betzdorf,FIN,finlandaise,11
1201,Betzdorf,FRA,française,277
1201,Betzdorf,GEO,géorgienne,1
1201,Betzdorf,GMB,gambienne,3
1201,Betzdorf,GRC,grecque,45
1201,Betzdorf,HUN,hongroise,12
1201,Betzdorf,XXX,indéterminée,2
1201,Betzdorf,IND,indienne,19
1201,Betzdorf,IDN,indonésienne,1
1201,Betzdorf,IRN,iranienne,1
1201,Betzdorf,IRQ,iraquienne,1
1201,Betzdorf,IRL,irlandaise,34
1201,Betzdorf,ISL,islandaise,4
1201,Betzdorf,ITA,italienne,140
1201,Betzdorf,JPN,japonaise,2
1201,Betzdorf,KGZ,kirghize,3
1201,Betzdorf,XXK,kosovare,5
1201,Betzdorf,LVA,lettonne,4
1201,Betzdorf,LTU,lituanienne,18
1201,Betzdorf,LUX,luxembourgeoise,2878
1201,Betzdorf,MLT,maltaise,4
1201,Betzdorf,MAR,marocaine,3
1201,Betzdorf,MUS,mauricienne,2
1201,Betzdorf,MEX,mexicaine,1
1201,Betzdorf,MDA,moldave,1
1201,Betzdorf,MNE,monténégrine,3
1201,Betzdorf,NLD,néerlandaise,50
1201,Betzdorf,NZL,néo-zélandaise,1
1201,Betzdorf,NGA,nigériane,4
1201,Betzdorf,NER,nigérienne,1
1201,Betzdorf,NOR,norvégienne,1
1201,Betzdorf,UGA,ougandaise,1
1201,Betzdorf,PER,péruvienne,2
1201,Betzdorf,PAK,pakistanaise,1
1201,Betzdorf,PHL,philippine,3
1201,Betzdorf,POL,polonaise,66
1201,Betzdorf,PRT,portugaise,359
1201,Betzdorf,ROU,roumaine,81
1201,Betzdorf,RUS,russe,28
1201,Betzdorf,RWA,rwandaise,2
1201,Betzdorf,SEN,sénégalaise,2
1201,Betzdorf,SRB,serbe,5
1201,Betzdorf,SVK,slovaque,10
1201,Betzdorf,SWE,suédoise,18
1201,Betzdorf,ZAF,sud-africaine,9
1201,Betzdorf,CHE,suisse,7
1201,Betzdorf,SYR,syrienne,25
1201,Betzdorf,TWN,taïwanaise,1
1201,Betzdorf,CZE,tchèque,23
1201,Betzdorf,TGO,togolaise,1
1201,Betzdorf,TUN,tunisienne,5
1201,Betzdorf,TKM,turkmène,3
1201,Betzdorf,TUR,turque,15
1201,Betzdorf,UKR,ukrainienne,19
1201,Betzdorf,VEN,vénézuélienne,6
0502,Bissen,ALB,albanaise,31
0502,Bissen,DZA,algérienne,4
0502,Bissen,DEU,allemande,72
0502,Bissen,USA,américaine,11
0502,Bissen,AUS,australienne,1
0502,Bissen,AUT,autrichienne,4
0502,Bissen,BEN,béninoise,1
0502,Bissen,BEL,belge,117
0502,Bissen,BRA,brésilienne,28
